selected_text,sentiment
bummed,negative
im almost to 300 updates. 200 more to goo,neutral
twitter has spam!!?? oh no,neutral
Nothing like alone time with your handheld device,positive
is up early to send someone off at the airport!  http://plurk.com/p/x2wsw,neutral
Six feet under theme is on jjj,neutral
but got the job done,positive
cant afford,negative
good!,positive
sadly,negative
word?? ima be there this summer....just move back with me  lol,neutral
Get her Clogging Shoes,neutral
I really don't want to send it over this site....it's kinds private...,neutral
"Surely you have guessed, the Arbiter is no other than Judith.",neutral
complicated?,negative
sad,negative
I don't know what to say except *hugs*,neutral
hope,positive
i was singing she's not impressed,negative
will be very hard to go ba,negative
so sweet,positive
just made my day:,positive
Hope everyone's having a great Monday,positive
can't believe he has to wait till October,negative
"Have a great show Doug, have fun. Im sorry that I wont be there to watch you",neutral
o cutee,positive
"will do  hee after exams, i'll give u plenty of shows. HAHA hopeless me",neutral
Sad babies,negative
"You are very sweet,",positive
HAPPY,positive
Happy Mother's Day to,positive
a nice,positive
I'm up. I have a plan to transform my bedroom today. Random.,neutral
collapses!,negative
i'm going to fail this final.,negative
of a bet,positive
Chang thay anh online gi ca,neutral
speechless,neutral
ugh!,negative
Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day,neutral
it would be cool,positive
It starts again June 14,neutral
"heat will be too much,",negative
proud of,positive
"coraline was scary yesterday, didn't puke luckily.  ahaa. 1 week &amp; 1 day till i'm 14 ba",neutral
I'm at the bottom of the totem pole,negative
Awake. Suprisingly. Couldn't get to sleep last night so gave up and pulled an all-nighter.  How are you?,neutral
love,positive
die,negative
typical Google Docs is down  oh well open Pages,neutral
no sign yet,neutral
yea. I was off today luv. I shudve told u.   anything exciting happen yet. And I saw u last nigh,positive
SO MUCH WORK !,negative
I'm going to school...JOY! :/ 7:20 am! I've got to go!  BYE!,neutral
tired,negative
call me einstein. got math test results: A-  hell yesss,positive
cavs got lucky 2night  lol but lebron took over and killed em another triple double,neutral
"But I don't wanna ruin it  Can't I do it 'spontaneously' first on paper, then copy that spontaneity onto the book? Please?!",neutral
love,positive
Early morning R&amp,neutral
well u weren't around 2 twit,neutral
? i dontlike the fact,negative
is upload video geje di youtube  http://plurk.com/p/rqaoe,neutral
star trek pretty much rocked my life,positive
Rohan woke up unhappy at midnight.,negative
denial can be very powerful,neutral
good luck,positive
just got back from six flags  wicked fun. even tho i almost died!,negative
"Ughhhhhhhhh,",negative
&quot;I want you in my mouth and my **** b!tch&quot; mm jeffr,neutral
mean,negative
i'm very sorry,negative
"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !",neutral
wow officially i have no life this month! LOL my friends dont believe me when i say they need to BOOK IN ADVANCE!,neutral
Bummer..,negative
Good Morning,positive
Good morning/afternoon/night to all.....studying as usual!,neutral
its really hard to concentrate rite now,negative
sorry,negative
"Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/",neutral
fun!,positive
hates,negative
Please somebody hire me?!,negative
I'm no longer a sophomore.  Junior year is bringing new things. I'll be on 24/7 now. Hit me up and check out  http://bit.ly/esGIQ,neutral
KILLED,negative
He is so silly.,negative
I sound really Brummie lol but most of all I just hate looking at myself!,negative
Cheers.,positive
"she's smarter and classier. she's perfect for him. and, IM NOT.",neutral
my birthday is in 2 days,neutral
Starting some work on final year project. Just making some test pieces in flash to see how things could work. Listning to iPod too,neutral
complicated sh-t,negative
yeaaa!,neutral
what's wrong?  maybe I can help?,neutral
U guys are AMAZING. I'll see u again at alpine! Thx for chattin w us 2!,positive
- i can do &quot;Nana&quot; or &quot;Nana Rocks&quot; for you in rhinestones &amp; do printed onesies for,neutral
no wonder your running son....,neutral
nice,positive
excite me,positive
cute!,positive
tired,negative
"Oui, I figured that since its a day off, I'd better start brushing up on my french; so far I have learnt Bonjour and Oui",neutral
Beautiful,positive
Why does flickr no longer recognize my e-mail addresses.,negative
I'm not looking forward to the crazy commute come with everything that's going on down here,neutral
boring,negative
have you seen who's knocked you off top spot on wefollow for #perth?,neutral
_Pase I guess u ain like me den.. My hair cut short..  lol,neutral
sorry!,negative
Why do I look so awesome in heels yet am so afraid of them?,neutral
yes indeed,neutral
ers da,positive
It was good until I woke up and they weren't there.,neutral
"And the city I love, Tucson, is the 18th most miserable",neutral
excited,positive
upset,negative
hopefully i can make some good tips,positive
"My day was good!  Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping",neutral
I have no money,negative
"sooo, i saw RObs car drive by. but that was about it",neutral
exams. thennn some sexy time.,neutral
nice.,positive
i've been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.,neutral
happy,positive
hopes,positive
!i actually almost cried.,negative
Ahhh i'm sqeaky clean and fresh. Even though i'm wearing dirty clothes  I love Two and a Half Men - it's amazing!,positive
unfortunate,negative
i love his nose kisses,positive
way&quot; what,negative
Loved,positive
were great,positive
fun!,positive
**** slow,negative
funniest,positive
special,positive
Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651,neutral
won't turn on.,negative
perky purple nail polish isn't as perky when its chipped,neutral
"I left a chocolate egg sitting in my office, and now it's calling my name..",neutral
Packing up my desk,neutral
my b day is on may 13 but my party is on this sat  come you gays,neutral
smart,positive
I hate that meself,negative
get  the twilightguy on your show,neutral
Sigh,neutral
**** comes home &amp; is going to make a mess of,negative
"i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",negative
"Haha,",positive
really bad,negative
http://twitpic.com/674p1 -  this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt,negative
thanks,positive
Off home ill from work. This man flu is hell,negative
stupid stomach pain,negative
passed away in,negative
I think i should go to sleep considering i hav to b up on 3hrs....,neutral
I'm sick!  it sucks!,negative
Tom is back in town,neutral
Heading to a wedding,neutral
loving th,positive
Had a little romantic date with suzy in uptown,neutral
miss,negative
"dont know why so tired today  bye,",negative
Chillin,positive
I am so hungry..,negative
"So you have to call the Customer Care .. or try to enter any wrong pw and see the result , is it &quot;invalid user name or password",neutral
ahh I hate being sick,negative
thanks!,positive
Glad,positive
stupid exams,negative
"rst.  How Exciting, for you",positive
".... you are my sunshine, my only sunshine....",neutral
Not us as far as I know  hee hee. We're thinking a few more years first,neutral
r inability,negative
_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,neutral
Would defo have done that but Im already booked over t'other side of the country,neutral
"bad,",negative
Back from NYC... convinced on moving to the LES by Fall,neutral
"but it was kinda funny, sorry. ur still my favorite tho",neutral
hey! nice pic,positive
aww I miss driving,negative
BAH,negative
ran out of coffee!,negative
"Alas,",negative
feeling better. drugs are awesome! sad waste of a 3 day weekend!,neutral
needs somewhere to go...its still lush out + i want to be back out in it,neutral
_M aww why psn?,neutral
sad,negative
Thanks,positive
Watching the film Real Women Have Curves  Why are good films on in the middle of the night?,neutral
its too sunny for work  !!!,negative
sick,negative
a HUGE SPIDER just crawled past me.  HUGE.,neutral
eh..not sure daw guesting ni cha on monday,neutral
i'm going to pig out on ice cream and potato chips,neutral
"Ok, my job at walmart is a cart pusher  i hope i dont get sunburned",neutral
I feel kinda sad about it,negative
Thanks! I will tell her my friends on Twitter,positive
"WOW never seen him before , he's bloody awesome , I think bcoz George won last year however could be bad for him",neutral
"Seriously, glad y'all had fun.  Too bad my invite got lost in the mail",neutral
Arrr. Exam is on next week.. Im dead.. bwahahaha..  I love you btw!!,neutral
assline..,positive
The test today was killer. I didn't even manage to finish on time.,positive
you cooould say that,neutral
"Sadly,",negative
please,positive
Algebra test in three hours!,neutral
"its funny,",positive
stomach ache... Totally sucks,negative
sucks,negative
good.,positive
hard,negative
t i didnt miss it,positive
hardware store guy told me the screw would be impossible to remove since the head is completely gone. will get a 2nd opinion,neutral
", he was soooo friendly.",positive
can't believe,negative
?ugg.. im bored..,negative
I'm going to jordan &amp; jeffs wedding next weekend in at,neutral
"ang payat ko na, yes! hoping to go down to my Melbourne weight from last year",neutral
Ugggh. Its so nice out! I don't want to be working with back-up dancers.,neutral
there is no sale in Botega...,neutral
_Steve yes....but now I'm not going to be paid to be in the pub,neutral
Thanks!,positive
bored.,negative
Sounds like me,neutral
morning everyone! another dat of school,neutral
fantastic,positive
sad.,negative
what am i gonna do when my iphone is full!,neutral
Happy mothers dayyy,positive
HAPPY,positive
Soooo happy your back!,positive
Google ... show me apples ... I only want to see images with green in them:,neutral
wish,positive
"after some pizzas, going sleep",neutral
mp; i miss my long hair,negative
mady were did u go?  truck did u run away?,neutral
I want all the soldiers to come home so we don't have to hear about anymore being killed.,positive
sucks.,negative
I'm a lil sad,negative
headache,negative
got one because of my babygirl,neutral
writing my english original writing storyyyyy. and listening to 'a little respect' by erasure  aaaaaah.,neutral
love!,positive
Happy Mother's Day,positive
happy,positive
hope you al have a lovely,positive
Yu th? trang nï¿½y xem  http://bit.ly/kMxHk (recommended by ),neutral
"I'm up. getting ready for skill. can't wait to fail my bio final yay! ugh, honor classes suckkkk.  ):",negative
Why is no one online?,neutral
"More beans on toast for breakie! Gotta clean my room and study for final Cisco exam, then watch #LOST . Can't wait!",neutral
lol event management. no prerequisites,neutral
nonsense,negative
let be me your first,neutral
I am having a godawful,negative
Happy &quot;Star Wars&q,positive
sounds like you need a week of digital detox,neutral
Happy Star Wars Day.every one,positive
I need 4 followers to get 100 followers!!  Fallow me!!!  I fallow you back!! ;),neutral
good,positive
Ugh worried about my math test,negative
One of these times I'm going to have the self-awareness NOT to ask one of the principle mourners at a wake how they're doing.,neutral
I'm sorry to hear that!,negative
ck lol,positive
I will - but you will never know it's me,neutral
12 more days until CA!! i get to see my paniniii,neutral
excited,positive
still slow,negative
Gonna go drop some logs in the pool  back in 15 min,neutral
"w lots of nice people who live there, but thought it always was a breeding ground",neutral
Aww!  That's so sweet!  So glad she's home with you now. Happy mother's day to,positive
&quot;Shut Up&quot; was the line removed from the locker scene! I bet I could recite that speech easily! Da,neutral
last full day of vacation,neutral
To eat or not to eat? Its gonna be my last meal for the next 2 weeks.,neutral
lucky!,positive
s insane quality,positive
saddo,negative
nowhere near as effective as it was a,negative
and I bought FOUR ties  http://tinyurl.com/pvajlm,neutral
"well, so are you  but i managed to go to sleep for another couple of hours and wake up again while you're still snoozing",neutral
niceeeee,positive
"_ladie haha, I've got my camera and lenses ready!",neutral
No surprise there. They probably don't know themselves where it is,neutral
"@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!",neutral
I don't think I'll ever have one of those again,neutral
SCOREless,negative
what a cute dog,positive
... same to you!,neutral
happpy,positive
don't know  and no not at all,negative
Platypuses are the only mammals that can lay eggs.,neutral
liked,positive
my babe,neutral
I'm so excited for them!,positive
You can go to www.TwitPic.com and log in with your Twitter details to add pics,neutral
wooo...my luck is done,negative
I'm considering buying one of these. Hence the 'Monk&q,neutral
gooooonight,positive
a pretty weird color!! I think itï¿½s cool,neutral
I just wanna be better already,positive
not a lot!! im bored!,negative
I REALLY wish I was spoiled!,negative
tweet often and it'll draw followers to you,neutral
wow-you ride HARD!,positive
"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry",negative
better,positive
i believe,positive
"I am here to make friends.. real life, internet.. what ever level people are comfortable with..",neutral
Sorry if I'm unsociable I',neutral
hard,negative
the idiom?? doesn't ring a bell eh? hahaha. y'are really thinking of food?! nope. actually in the bathroom. teehee,neutral
thanks,positive
bad,negative
trent reznor - liddle beotch doesnt get his way. this could be the title,neutral
Sunburned,negative
sad day. I was lucky enough to realize it before I got out of the parking lot.,neutral
Misconstrued,negative
loner,negative
tonight is a good night,positive
I miss you too,negative
the cuckoo is back! this year's model starts chirping  at 11 am instead of 4 am.,neutral
He's my mother's favorite. It was so hard telling her.,neutral
it's the little thing that links us to England,neutral
overheating,negative
Thanks Savvv,positive
i think 90% of the irish population of manchester have come to my house today yet none of them are the 1 person i want to see,neutral
"Why yes I DO!!  ...Or rather, did. Just finished it! Starting Dead Like Me, lollll~",neutral
really sick,negative
good,positive
"_Pierce Well the Enterprise E, the NX-01, or the NCC 1701(no bloody A,B,C,D, or E)",neutral
like,positive
"You just want to go?? I know the feeling...  I'm ready to head back to the mountains, I won't go back till July",neutral
luvvv it- but one aquestion-why isn't there any full moon crazy tour date for toronto!,neutral
"what? you thought I did it all for mom of the year award? nope, tad bit more selfish than that:",neutral
would get u some if u were here,neutral
not good enough!,negative
"I never order chips any more due to how unhealthy they are, but getting a burrito from Chipotle or Qdoba doesn't feel right without em",negative
quite sad,negative
"OHSHNAPSSS. is she pissed at blair as usual ? hahah. &amp; yeeeah, i bake cook",neutral
fun!,positive
ugh!,negative
thanks  this one will be a hit.,positive
mp; aweso,positive
but **** it..,negative
love,positive
want's to see '2001 Maniacs' Why won't it come through the post!?,neutral
"todays line up: more work on OS bluetooth app, a brief stint with Uniservity and if I get time some CS4 tutorials... busy bank holiday",neutral
Hence the smiley face.  ha ha ha ha. Lol yeah i'm hong to be tired as **** tomorrow. But guess what i do not care.,neutral
make sure you practice your hooping today!,positive
had a wonderful evening with those I love!,positive
yeah...she passed last week.  so sad!,negative
cheer,positive
So sad.,negative
afraid,negative
**** IT! I want to see that movie sooo bad.  Don't tell me anything. hehe.,neutral
"In a philosophical mood tonight, wandering round after dark does that for me",neutral
better,positive
good book.,positive
a good,positive
. Wish,positive
ish okay my loveee,positive
hope,positive
"K now that, that fiasco is all wrapped and good too go  back to studying for midterms =(",positive
Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,neutral
I would be very grateful,positive
I'm kinda o sick n tired,negative
I enjoyed,positive
I am not feeling well,negative
I read some pretty awesome web comics today. And there's nothing really good on woot today  http://myloc.me/20gf,neutral
"We're English (well in parts), it's Weather, it IS an obsession",neutral
hopefully it,positive
"Apparently TV could not be fixed  On the plus side, we are being refunded the cost of it and can buy a new one.",neutral
awe...Thank you Jon!,positive
well now i do,neutral
**** freezing out here!,negative
Glad,positive
"pretty bored, but I refuse to study.",negative
worry,negative
Goodnight all,positive
oh man that sucks hardcore! haha good luck finishing up recording,neutral
haha funny cause i blame  and  for me not going to bed  its a vicious circl,neutral
Thunder &amp; lightning scarededededed,negative
Friday yay!!,positive
Get a dachshund they are awesome at getting stuck in silly places I should know I breed them!,neutral
p.  Very very rough today.  It hurts to ta,negative
I don't feel good,negative
sadly its near impossible to find books and things on it over here.,negative
"Oh yeah, lots of rambly goodness. LOL You have mail.  Bed? This is early for me. ;) Probably why I'm an insomniac, huh?",neutral
Jogged in the forest with Nina. Heavy wind reminded I need to set up some turbines: free electricity.,neutral
Sucks.,negative
not feelin well...,negative
salt and vinegar,neutral
They follow my,neutral
And the 10 free minute button didn't work.,negative
****!,negative
i was sweating 2 but i didnt see u there,neutral
have a good day!,positive
and were going to pune tomorrow,neutral
"Thats not helpful. At least know you've got a place secured already if things don't pan out, but my fingers are crossed you",neutral
I do believe my camera phone is stuffed. Stupid blurryness,negative
Had a nice dinner with mom!,positive
nice,positive
_85 Aaaargh help -it's a conspiracy LOL! How are you today Lizzi?,neutral
is wishing that i could be famous for acting and dancing,positive
Have spent half of the day troubleshooting something that wasn't even within my control. Clusters doesn't always mean high availability.,neutral
So you're the reason I can't get a BoC,negative
I miss you,negative
s I just don't entertain him :/,negative
not happy!!! so,negative
Ugh id better get up for work,neutral
When we got more followers we gonna have a competition.Hope you all look forward !,positive
I am going to see how long I can do this for.,neutral
i live in manchester england but still have never been to london,neutral
_Milano Hey there  Thought i'd tweet you to say Hi..I have so much to write but theres no space in this little box hehe ****,neutral
Holy ****!,negative
stupid,negative
What To Sa,neutral
happy mother's day mummy  i love you.,positive
its okay!!,neutral
hurts,negative
no water!,negative
got me down.,negative
listening to varsity fanclub,neutral
good,positive
in'34,positive
HAPPY MOTHER'S DAYYY!,positive
home bound for mothers day,neutral
Sometimes i feel pathetic going to bed so early. Oh,negative
"That pic of Donnie is the one SiouxSinner took last night at the Launch. Word has it, he's got a solo album comin' out too.",neutral
...you should call school and tell them you have swine flu so we can have the day off,neutral
Apparently not.,negative
..definitely the best of EBM,positive
Congrats to ALL Graduates! Such a Beautiful thing &amp; Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY,neutral
tired,negative
Its a gorgeous day,positive
! whoop!!!,positive
these lovely twitts but never respond!  I'm hurt...,neutral
Circus was fun - I don't have any hope of getting out of the parking lot - haven't moved in 10 min,neutral
FANTASTIC IDEA.. you the man! but I'll end up all lonely when the tourist goes home,neutral
"I meditate, I feel I am vast, very vast.  do you know it?what do you think about?",neutral
a bug  in coding,negative
Have a HUGE headache... don't have asprin here at work.,negative
nice,positive
good,positive
d fun,positive
good,positive
finally shifted from Twhirl to TweetDeck so I can filter through my close friends' updates  happy monday peeps,neutral
Dann and I are in Vegas. We misconnected and our next flight is at 4:45 to Midway. Tonight I will be in a hotel w/o undies,neutral
last night was a wee bit too much for me,negative
great ho,positive
i'm hoping they turned up.,positive
Hope,positive
Thanks fo,negative
I think me gettin a physical change,neutral
Happy,positive
is moving out of Nesbitt.,neutral
"really well,",positive
"Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom.",positive
Rumbo a bachilleres,neutral
I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,neutral
do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link,neutral
Thanks,positive
t I'm still stick.,negative
im seeing this guy 2moro arvo after skl cus he asked me to,neutral
flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit thoug,neutral
She is all I can ever think about.  http://twitpic.com/4wg12,neutral
ACK! Ghost Whisperer isn't on!   **** network's lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0),neutral
omg i wanted to slap her.,negative
yes2 bgt! if everything goes well i'll catch their reunion concert,neutral
that would be great!!!,positive
s awesome,positive
I want to play parachute games.,neutral
It was really good. The animation was excellent and the creativity was inspirational.,positive
dang ya'll mothers day already. goodnight twitter world. i start shooting monday.,neutral
s amazing,positive
commands,negative
Thanks,positive
hurts,negative
- I will see if there's a used organ shop there &amp; let you know. But why not just sign up to ejamming.com and rock ou,neutral
"great. my mom is pissed at me, so she sent me to the asbestos filled backroom",neutral
I'm so stupid! It's Star Wars Day!!! May the 4th be with you!!!,neutral
You've made me look at old pictures of my cats.  I want them to be kitties again,neutral
"great,",positive
Happy,positive
good question.,positive
t? I'd love,positive
i wasn't able to go the conference.so I didn't get the outline.. however I have been doing my own &amp; it's coming alo,neutral
"Dan's so funny,",positive
miss,negative
happy mothers day people,positive
I want to wish all the Mommy's a happy mothers day!,positive
I want an iPhone &lt;33333,positive
don't like,negative
sooo bad..,negative
wish,positive
using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke,neutral
cant find my hoodie,negative
love,positive
good day se,positive
My knee is killing me,negative
whew finally got in to RC..,positive
"gonna head to bed then work, then moncton to see Jill",neutral
nted from Blo,positive
", sorry I cant be there tonight",negative
holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though,neutral
I never knew,neutral
These girls make me giggle  twinz twinz!,positive
Got tired,negative
Thinks she's getting sick.....,negative
sucking,negative
__  that's not good! hope you get better soon and good luck with the exams!,neutral
girl u sit ya double decker neck **** DOWN and talk about ppl who are on ur LEVEL and not above,neutral
"im sure he will  and if its not today, maybe it will be tomorrow..",neutral
"haha!  yes, there's a lot to be said for nekkid religion",neutral
I LOVE LA!,positive
I am blessed to have you in my life too &quot;mama&quot;  Sorry about your back pain. You should do some,neutral
hardly,negative
I luv urs! admitting niley with a kiss (: but then they change their minds  haha &amp; demi/sterling (: not jemi but still,positive
Cant wait to do some of those things,positive
Just back from graduation.  Two more doctors in the family now,positive
"Charter is pissing me off,",negative
SATS  what the its just around the corner.,neutral
I **** it.,negative
Lame.,negative
oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day,neutral
"tiny PhD's will do, because those bigger than me keep taunting me",neutral
left a comment on your blog post,neutral
cool,positive
"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour",neutral
loves,positive
That sucks.,negative
love you,positive
yessir that is 100% right,positive
"Ha Thats good. Thats why I love my boys,",positive
I thought it was pretty funny too!,positive
Hates,negative
the weather in Prague is like the weather in Belgium -&gt; rainy,neutral
will be MIA until june 13.. finals,neutral
wow! party! my new life! it is awesome! no more girlfriends they just create tons of drama! babes at a party is the way to go!  just w ...,neutral
free hugs with my super fluffy robe,neutral
dreaming &amp; thinking about my gard,neutral
sadly,negative
BADDD.,negative
Cleaning,neutral
thanks,positive
its just so sad!,negative
this is sooo crazy,negative
my your rather random.,neutral
Sorry,negative
good weekend,positive
May the 4th be with me today as I round off the weekend with one more session - happy 4th y'all from the Fintster,positive
I feel sick.,negative
"gh.  I liked them, but I'm also craz",positive
Are you okay?,neutral
AHhh FCUKKK...i missed out AGAIN,negative
"Stupid me,",negative
im a pleb  i had to take it out of the freezer.. and put it in the oven!,neutral
&quot;stunningly beautiful&quot; and &quot;new piece&quot; don't usually go togeth,neutral
! glad,positive
Absolutely ...,neutral
We've never heard anyone say they like doing ANYTHING on Monday mornings! You must have had an early cup of coffee or two,neutral
Fish and chips for din dins,neutral
Go get some fresh air :] to refresh mind,neutral
ok .... Here 409 is a cleaning soln .... Blah.... Over and out,neutral
thanks,positive
unfortunatelly,negative
sounds like an episode of TV Wine Library with .,neutral
Spent some time exploring Atlas and Hercules craters; re-finding things in UMa; Oph; Ser Caput; &amp; Saturn w/ a fogged eyepiece   Home,neutral
Congrats,positive
can't fathom,negative
promised myself not to eat crisps but im starving and theres nothing else quick to eat,neutral
All I want to do is sit back &amp; relax for a little while. How can that be this difficult,neutral
wrong,negative
My next tweet must be something really special.,positive
i don't think i'd like it,negative
.not nice,negative
to abu,negative
Going out. A barbeque maybe?,neutral
one week till exam block,neutral
Watching next day air,neutral
Made it home..Night my twitties,neutral
my sleep pattern is screwed,positive
cute.,positive
"bad idea,",negative
amp; missed,negative
"Buffett Lambastes Bankers, Insurers for ï¿½Greed,ï¿½ ï¿½Stupidityï¿½ http://is.gd/wyAB",neutral
"a satisfied but hurting Nellie.  Ow, blisters.",neutral
morning the sun is back!!! me like,neutral
(that was a  btw -_-),neutral
tough decision,negative
hurts!,negative
Me hice una maruchan,neutral
This GAR keeps going out - 3rd relight,neutral
thanks,positive
not an easy place for me to access   Task-based ux is something I've been thinking about. I'd like to hear the criticisms.,neutral
Iï¿½ï¿½m home  I hate school! Now im going to do do something fun because I have very boring. I want to have something to eat  Soon back!,neutral
Thank God,positive
sick!,negative
"hehe indeed it is, I actually nearly changed my bio to just 'Don't Panic' but I wanted to keep in the #freehugs",neutral
I took my ring out...,neutral
"lady in the water is pure bs, but i remember enjoying his other films.",neutral
"I get so tired all of a sudden.  , nicole told me you say 'Hi' aww she was so enthusiastic  hi paul",neutral
Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),positive
congrats!,positive
aw you could have played the **** game with me this morning! Nobody else wanted to play,neutral
hurts.,negative
"quality has gone down hill,",negative
worst,negative
sport-day with charlotte,neutral
such a shame he,negative
hacked,negative
but i cant,negative
BIG HUG FOR YOU,positive
boring,negative
I get to go to coffee now  It's no fun. I hate it too!,negative
Happy Star Wars Day,positive
love,positive
smile,positive
missed out,negative
waiting for JONAS to come on,neutral
"ets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I kn",neutral
Wake up **** But tired. On this moment i listing some music for make me happy and let me wake up,neutral
OMG i want to go too!  hahaha,positive
ridiculous,negative
it took me months to understand your avatar,neutral
"We want to trade with someone who has Houston tickets, but no one will.",neutral
Tail between legs!,negative
I hate having no money,negative
not really good,negative
hates,negative
"It turns out I'm really, like, sixty years old, guys. You were right!!!!!  I'm off to seek my future a little later than planned!",neutral
"its a hott tuuneee,",neutral
feelin' somewhat down;,negative
sucks,negative
aww lovely!,positive
Happy,positive
re. than,positive
I don't wanna be single the rest of my life,positive
"I hate screaming children!! I guess I hate screaming children besides my own, now.",negative
"Denny's with Mike, Pat, and Jessie.",neutral
"Not at the moment, well i cant find it yet!  LOL",neutral
upset..,negative
is back here in plurk.  http://plurk.com/p/rq5ru,neutral
I'm afraid.,negative
"its hard cuz Im workin so much, I miss out on alot",negative
sinking,negative
GOOD,positive
perfect,positive
in media still havnet found ipod,neutral
this movie isn't hard but good,neutral
ye it is not fare on me,negative
"#3wordsaftersex  Ow, rug burns",neutral
im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,neutral
dont wanna work tonight,negative
Had a good day till he twisted his ankle on his two mile run,neutral
grats to aaron and christine,neutral
hope,positive
I will bring you cases of mountain dew if you give @_Slamma_ 2 tixs to see taylor swift!,neutral
hate,negative
"missed interview on NPR, ironic because listened to NPR all day on long **** car trip, watching Needle now, looks good",neutral
they rock!,positive
"actually, web works fine. tweetdeck keeps crashing  i'm in NJ today avoiding nascar",neutral
Soooo romantic ev,positive
it hurts REAL BAD,positive
thanks,positive
gorgeous,positive
Does the 1st show count? That would be the midnight show Thurs night/Fri morning,neutral
Seeing my brother graduate tomorrow. Should be fun.,positive
So effing tired,negative
special people.,positive
bad car accident...,negative
Oh very nice! I hope you have a wonderfully relaxing day!,positive
cause I'm sick.,negative
_ci Im not reasonable... It's 1:35am now and gotta wake up early tomorrow on my first day of holidays!  have a great evening!,neutral
dinner appointment tonight,neutral
I'm going to watch it now,neutral
got it at answered,neutral
you do realize tom fletcher from mcfly JUST posted basically the same thing!! TWINS!,neutral
s beautiful,positive
hard!,negative
"hey, i've just updated my twitter",neutral
I want one  wanna give me one? ;),neutral
getttin ready.,neutral
I do! But I have to go to a dang wedding in madison,neutral
love,positive
"Well, it was very inspirative day. There's no room for design in todays schedule, so i'm heading to bed",neutral
Well now I'm gonna be on a mission to find their music,neutral
HAPPY MOTHER`S DAY!,positive
I'm lovin the First Lady's fuschia sheath dress!,positive
. i wonder what he will come up with,positive
Loving my boys,positive
I still have my lights still up   you think he can do mine too?,neutral
&quot;we'll do lunch&quot;  uhh...indoors though we are having a thunderstorm,neutral
love for vintage books..,positive
would be muchly appreciated,positive
headache,negative
nice one,positive
Dood - they've locked down your Vimeo WH video.,neutral
irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open,neutral
BLAH!!!,negative
all the best for art attack. thanks 4d follow,positive
terrible,negative
Last day in Dijon,neutral
"Wool, time for the top cote",neutral
sometimes i think you hate me because you never reply back to me,negative
I gave up following  - She seems really nice but clutters the hell out of my feed.  It got annoying.,neutral
hates,negative
cancel,negative
Please bring  to your show,neutral
"Wow,",positive
good moring,positive
_artillero Hahaha. Sana someone's selling the full version of &quot;Coding Workshop Photo Recovery Wizard&quot; CD! Demo mode,neutral
hannahisdead:,negative
I'm still here! I just changed my avatar,neutral
I am new here,neutral
messed,negative
fun!!,positive
"ohh shardup! hehe. hes hot lah, gotta admeeet! bleh.",neutral
.these dudes are clowns,negative
very happy!!,positive
Answering email questions for Art of Photography Show. Yes-I actually reply.,neutral
"Fish fingers and potato croquettes it is then! Would love some baked beans, but they tend to hurt me.",neutral
lifesaver:,positive
Thank,positive
no food,negative
"the archetype thing was for a comm. class that studied archetypes in popular media. reading your links now, thanks",neutral
Thanks,positive
Happy Mother's day,positive
_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,neutral
Poor little MBA,negative
its looking like the magic,neutral
inflating,negative
LOL! Thanks  glad I have the time off to spend with him! Can't imagine trying to go into work right now.,neutral
lovely,positive
Hate being sick,negative
"i hate the fact that it is so nice outsidee, and im inside doing revisionn",neutral
the signal that makes your internet &quot;go&quot; is pretty bad  getting a tech out will get that fixed,neutral
